hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID
"Orlando Airport Courtyard Orlando, FL",1,98,2017,November,48,23,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Canceled,2017-11-19,82415
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,311,2019,August,32,11,0,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,167.18,0,1,Canceled,2019-02-04,82416
"Las Vegas Marriott Las Vegas, NV ",1,358,2017,October,41,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2017-07-23,82417
"Greensboro Courtyard Greensboro, NC",1,156,2019,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0,0,Canceled,2018-11-21,82418
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,104,2017,August,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,2017-07-22,82419
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,5,2018,November,48,20,1,0,1,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,45.0,0,Transient,47.5,1,1,Check-Out,2018-11-21,82420
"Berlin Marriott Hotel Berlin, Germany",0,57,2018,April,18,26,0,4,2,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,85.5,0,1,Check-Out,2018-04-30,82421
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,33,2018,November,48,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,113.0,0,1,Check-Out,2018-11-27,82422
"W New York – Times Square New York, NY",0,121,2018,September,40,29,2,3,2,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,181.17,0,2,Check-Out,2018-10-04,82423
"Chicago O'Hare Courtyard Des Plaines, IL",0,61,2018,December,52,19,1,0,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,85.0,,0,Transient,78.2,0,0,Check-Out,2018-12-20,82424
"Tamarind, Barbados Barbados",0,54,2018,November,46,11,1,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.0,0,1,Check-Out,2018-11-14,82425
"San Diego Sorrento Valley Courtyard San Diego, CA",0,0,2018,March,13,22,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,1,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,2018-03-23,82426
"Courtyard Las Vegas Convention Center Las Vegas, NV ",1,251,2018,March,13,22,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,93,Transient,125.0,0,0,Canceled,2017-10-16,82427
"The Ritz-Carlton, Berlin Berlin, Germany",1,33,2019,June,23,10,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,112.0,0,0,Canceled,2019-05-22,82428
"Protea Hotel by Marriott Midrand Midrand, South Africa",1,60,2018,July,29,14,0,2,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,177.3,0,0,Canceled,2018-07-09,82429
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,120,2019,May,19,10,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient,62.0,0,0,Check-Out,2019-05-11,82430
"Colony Club, Barbados Barbados",0,3,2019,March,10,6,1,0,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,78.4,0,0,Check-Out,2019-03-07,82431
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,260,2017,September,38,19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96.0,,0,Transient,54.99,0,0,Canceled,2017-06-17,82432
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",1,165,2019,May,18,3,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,2018-12-03,82433
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,3,2019,January,3,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,96.0,,0,Transient-Party,30.0,0,2,Check-Out,2019-01-20,82434
"Fort Worth University Drive Courtyard Fort Worth, TX",0,0,2017,September,38,19,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,126.0,0,3,Check-Out,2017-09-23,82435
"W New York – Times Square New York, NY",0,9,2018,May,22,22,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.65,0,0,Check-Out,2018-05-23,82436
"Courtyard by Marriott Paris Gare de Lyon Paris, France",1,196,2018,December,53,30,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,308.0,0,Transient-Party,180.0,0,0,Canceled,2018-12-20,82437
"The St. Regis Osaka Osaka, Japan",0,2,2018,May,23,30,1,2,1,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,68.8,0,0,Check-Out,2018-06-02,82438
"Colony Club, Barbados Barbados",1,166,2018,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,Canceled,2018-07-13,82439
"Orlando Airport Courtyard Orlando, FL",1,129,2019,July,30,25,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,175.5,0,0,Canceled,2019-03-20,82440
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",1,173,2019,June,23,4,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0,0,Canceled,2018-12-13,82441
"Treasure Beach, Barbados Barbados",1,179,2017,August,34,22,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,86.0,0,0,Canceled,2017-07-09,82442
"Heidelberg Marriott Hotel Heidelberg, Germany",0,25,2018,April,16,12,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.0,0,0,Check-Out,2018-04-13,82443
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,239,2017,September,38,19,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,3,0,A,A,0,No Deposit,248.0,,0,Transient-Party,34.0,0,0,Canceled,2017-07-08,82444
"Courtyard by Marriott Paris Gare de Lyon Paris, France",1,418,2018,September,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2018-08-02,82445
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,229,2019,August,31,4,2,5,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,169.28,0,0,Check-Out,2019-08-11,82446
"Sheraton Diana Majestic, Milan Milan, Italy",1,168,2018,August,32,1,1,4,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.05,0,0,Canceled,2018-03-15,82447
"Tamarind, Barbados Barbados",1,312,2019,March,10,5,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,30.0,0,0,Canceled,2019-01-11,82448
"San Diego Sorrento Valley Courtyard San Diego, CA",1,38,2018,June,26,19,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,81.0,0,0,Canceled,2018-05-27,82449
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,0,2019,March,9,4,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,70.0,0,0,Check-Out,2019-03-05,82450
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,51,2018,August,36,29,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,0,Check-Out,2018-09-05,82451
"Chicago O'Hare Courtyard Des Plaines, IL",1,150,2018,August,35,22,3,7,2,0.0,0,HB,ITA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,124.2,0,0,Canceled,2018-07-23,82452
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,118,2018,June,24,6,1,2,1,0.0,0,BB,SWE,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2018-06-09,82453
"Colony Club, Barbados Barbados",1,5,2018,March,12,19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,2018-03-14,82454
"The House, Barbados Barbados",0,115,2019,May,18,6,2,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,89.1,0,0,Check-Out,2019-05-12,82455
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,2,2017,October,42,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,67.0,0,0,Check-Out,2017-10-18,82456
"Orlando Airport Courtyard Orlando, FL",0,25,2018,November,46,7,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,40.0,,0,Transient,60.65,0,0,Check-Out,2018-11-14,82457
"Colony Club, Barbados Barbados",0,15,2019,May,20,19,1,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,180.0,0,2,Check-Out,2019-05-22,82458
"Renaissance Hamburg Hotel Hamburg, Germany",1,0,2019,March,13,28,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,65.0,0,0,Canceled,2019-03-28,82459
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,245,2019,August,33,17,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,,0,Transient,222.0,0,2,Canceled,2019-06-03,82460
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,100,2018,September,36,1,1,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.6,0,0,Canceled,2018-08-05,82461
"Albuquerque Airport Courtyard Albuquerque, NM",1,355,2017,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2017-07-02,82462
"Crystal Cove, Barbados Barbados",0,189,2019,August,35,29,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,42.0,,0,Transient,80.1,0,1,Check-Out,2019-09-01,82463
"Indianapolis Airport Courtyard Indianapolis, IN",0,0,2017,August,34,22,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,174.0,0,1,Check-Out,2017-08-23,82464
"The Ritz-Carlton, Tokyo Tokyo, Japan",1,35,2018,October,42,11,0,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,151.5,0,1,Canceled,2018-09-09,82465
"W New York – Union Square New York, NY",0,35,2018,March,12,18,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,162.45,0,0,Check-Out,2018-03-20,82466
"Chicago O'Hare Courtyard Des Plaines, IL",1,21,2018,December,53,30,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,110.0,0,1,Canceled,2018-12-12,82467
"Waves, Barbados Barbados",0,72,2018,October,43,16,2,2,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,54.0,0,0,Check-Out,2018-10-20,82468
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,68,2018,May,23,30,1,1,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,97.0,1,1,Check-Out,2018-06-01,82469
"Chicago O'Hare Courtyard Des Plaines, IL",0,14,2018,October,44,24,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,39.0,0,0,Check-Out,2018-10-27,82470
"Las Vegas Marriott Las Vegas, NV ",0,183,2017,July,27,4,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,55.68,0,0,Check-Out,2017-07-10,82471
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,196,2018,December,53,30,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,,308.0,0,Transient-Party,180.0,0,0,Canceled,2018-12-19,82472
"Orlando Airport Courtyard Orlando, FL",0,31,2017,November,45,2,5,10,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,185.0,281.0,0,Transient-Party,57.0,1,0,Check-Out,2017-11-17,82473
"Renaissance Hamburg Hotel Hamburg, Germany",0,287,2018,July,29,12,2,5,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,81.6,0,1,Check-Out,2018-07-19,82474
"W New York – Union Square New York, NY",0,95,2018,May,21,19,0,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,140.4,0,0,Check-Out,2018-05-22,82475
"W New York – Times Square New York, NY",1,145,2019,February,6,5,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,0,0,Canceled,2018-09-13,82476
"Las Vegas Marriott Las Vegas, NV ",0,64,2018,September,36,1,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,1,2,Check-Out,2018-09-05,82477
"Louisville East Courtyard Louisville, KY",1,245,2019,April,16,16,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2018-08-15,82478
"Waves, Barbados Barbados",0,159,2019,April,14,8,1,1,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,2,Check-Out,2019-04-10,82479
"Colony Club, Barbados Barbados",0,0,2018,December,50,6,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,53.55,1,1,Check-Out,2018-12-07,82480
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,85,2019,April,15,11,2,5,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,F,F,3,No Deposit,250.0,,0,Transient-Party,142.5,0,1,Check-Out,2019-04-18,82481
"Colony Club, Barbados Barbados",1,302,2018,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,0,Transient,105.0,0,0,Canceled,2017-12-29,82482
"Colony Club, Barbados Barbados",0,0,2018,August,36,30,0,1,1,0.0,0,SC,DZA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,85.24,0,0,Check-Out,2018-08-31,82483
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,81,2018,August,33,13,2,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,143.1,1,1,Check-Out,2018-08-18,82484
"St. Louis Downtown West Courtyard St. Louis, MO",1,161,2019,April,17,28,1,2,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.5,0,0,Canceled,2019-04-10,82485
"Renaissance New York Times Square Hotel New York, NY",0,192,2018,June,26,24,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2018-06-26,82486
"Baltimore BWI Airport Courtyard Linthicum, MD",1,321,2017,September,36,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2017-01-01,82487
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",1,147,2017,July,30,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient,75.0,0,0,Canceled,2017-07-10,82488
"Sacramento Airport Natomas Courtyard Sacramento, CA",1,194,2019,July,30,27,2,4,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,83.0,,0,Transient,212.0,0,0,Canceled,2019-07-20,82489
"Colony Club, Barbados Barbados",1,277,2018,June,25,12,2,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2018-03-29,82490
"Colony Club, Barbados Barbados",0,85,2017,August,34,16,4,6,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,209.0,0,1,Check-Out,2017-08-26,82491
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",0,89,2019,August,34,26,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,118.08,0,1,Check-Out,2019-08-28,82492
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,159,2017,October,44,25,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,43.93,0,1,Check-Out,2017-11-01,82493
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",1,69,2019,April,14,8,0,1,3,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,0,Canceled,2019-02-15,82494
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",0,141,2017,September,39,20,1,0,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2017-09-21,82495
"Las Vegas Marriott Las Vegas, NV ",0,0,2018,April,17,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,H,0,No Deposit,,137.0,0,Transient,74.0,0,0,Check-Out,2018-04-20,82496
"Renaissance New York Times Square Hotel New York, NY",0,19,2018,July,30,19,0,2,1,0.0,0,BB,PRT,Direct,Direct,1,0,5,A,A,0,No Deposit,,338.0,0,Transient,101.0,1,0,Check-Out,2018-07-21,82497
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,0,2018,August,34,17,0,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,K,1,No Deposit,9.0,,0,Transient,138.0,0,0,Check-Out,2018-08-18,82498
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,75,2018,October,45,30,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2018-10-17,82499
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,20,2018,March,11,10,2,4,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,102.0,0,2,Check-Out,2018-03-16,82500
"Sheraton Diana Majestic, Milan Milan, Italy",1,68,2018,September,38,16,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Canceled,2018-09-15,82501
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,75,2018,August,34,14,2,0,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,0,Canceled,2018-06-06,82502
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,13,2017,July,30,22,0,1,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,193.81,1,1,Check-Out,2017-07-23,82503
"Heidelberg Marriott Hotel Heidelberg, Germany",0,4,2019,January,5,30,1,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,1,1,Check-Out,2019-02-02,82504
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,215,2018,November,48,21,1,1,1,0.0,0,BB,ALB,Groups,Corporate,0,0,0,A,A,0,No Deposit,,233.0,0,Transient,75.0,0,0,Check-Out,2018-11-23,82505
"Renaissance New York Times Square Hotel New York, NY",1,166,2018,August,32,2,1,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,72.25,0,0,Canceled,2018-02-19,82506
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,20,2019,April,17,29,1,1,2,0.0,0,BB,CRI,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,184.0,0,1,Check-Out,2019-05-01,82507
"Berlin Marriott Hotel Berlin, Germany",0,37,2018,November,46,9,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,125.57,0,1,Check-Out,2018-11-13,82508
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,34,2019,January,3,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,75.0,0,0,Canceled,2018-12-15,82509
"Leipzig Marriott Hotel Leipzig, Germany",1,229,2019,April,14,3,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,100,Transient,100.0,0,0,Canceled,2018-11-25,82510
"Crystal Cove, Barbados Barbados",0,2,2018,February,7,8,1,1,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,102.0,0,1,Check-Out,2018-02-10,82511
"Orlando Airport Courtyard Orlando, FL",1,15,2019,May,18,5,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,170.0,0,1,Canceled,2019-04-25,82512
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,32,2018,October,41,6,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,140.0,0,2,Canceled,2018-09-17,82513
"Renaissance New York Times Square Hotel New York, NY",0,212,2019,July,28,9,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient-Party,118.0,0,1,Check-Out,2019-07-13,82514
"Renaissance New York Times Square Hotel New York, NY",0,1,2018,September,37,6,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,43,A,B,0,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2018-09-09,82515
"Greensboro Courtyard Greensboro, NC",1,64,2019,March,11,15,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,1,Canceled,2019-03-08,82516
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",0,102,2019,April,17,24,1,3,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,424.0,0,Transient-Party,100.0,0,0,Check-Out,2019-04-28,82517
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,213,2018,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2018-05-18,82518
"Chicago O'Hare Courtyard Des Plaines, IL",0,11,2019,February,8,20,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,84.7,0,1,Check-Out,2019-02-24,82519
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,21,2017,October,43,20,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,126.0,0,2,Check-Out,2017-10-23,82520
"Renaissance New York Times Square Hotel New York, NY",1,285,2018,October,41,3,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,24,Transient,100.0,0,0,Canceled,2018-01-16,82521
"Albuquerque Airport Courtyard Albuquerque, NM",0,0,2018,April,18,28,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,50.4,0,0,Check-Out,2018-04-29,82522
"Tamarind, Barbados Barbados",1,181,2018,October,43,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11.0,,0,Transient,37.0,0,0,Canceled,2018-07-18,82523
"Treasure Beach, Barbados Barbados",0,28,2018,March,12,18,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient-Party,70.0,0,2,Check-Out,2018-03-20,82524
"Sacramento Airport Natomas Courtyard Sacramento, CA",1,155,2017,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,56.0,0,0,Canceled,2017-10-29,82525
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,78,2017,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2017-08-14,82526
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,3,2018,June,24,10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,90.67,0,0,Check-Out,2018-06-13,82527
